"","date","state","positive","negative","pending","hospitalized","death","total","dateChecked","totalTestResults","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease"
"860",20200310,"UT",2,NA,NA,NA,NA,2,"2020-03-10T20:00:00Z",2,0,0,0,1,1
"861",20200310,"VA",8,53,NA,NA,NA,61,"2020-03-10T20:00:00Z",61,0,0,15,5,20
"862",20200310,"VT",1,40,NA,NA,NA,41,"2020-03-10T20:00:00Z",41,0,0,6,0,6
"863",20200310,"WA",162,1110,NA,NA,NA,1272,"2020-03-10T20:00:00Z",1272,0,0,0,26,26
"864",20200310,"WI",2,36,NA,NA,NA,38,"2020-03-10T20:00:00Z",38,0,0,0,1,1
"865",20200310,"WV",0,2,3,NA,NA,5,"2020-03-10T20:00:00Z",2,0,0,0,0,0
"866",20200310,"WY",0,0,0,NA,NA,0,"2020-03-10T20:00:00Z",0,0,0,0,0,0
"867",20200309,"AK",0,23,9,NA,NA,32,"2020-03-09T20:00:00Z",23,0,0,9,0,9
"868",20200309,"AL",0,NA,NA,NA,NA,0,"2020-03-09T20:00:00Z",0,0,0,0,0,0
"869",20200309,"AR",0,12,0,NA,NA,12,"2020-03-09T20:00:00Z",12,0,0,6,0,6
"870",20200309,"AZ",5,44,7,NA,NA,56,"2020-03-09T20:00:00Z",49,0,0,0,0,0
"871",20200309,"CA",114,690,NA,NA,NA,804,"2020-03-09T20:00:00Z",804,0,0,228,26,254
"872",20200309,"CO",9,133,NA,NA,NA,142,"2020-03-09T20:00:00Z",142,0,0,29,1,30
"873",20200309,"CT",1,46,NA,NA,NA,47,"2020-03-09T20:00:00Z",47,0,0,17,0,17
"874",20200309,"DC",1,14,3,NA,NA,18,"2020-03-09T20:00:00Z",15,0,0,4,0,4
"875",20200309,"DE",0,15,3,NA,NA,18,"2020-03-09T20:00:00Z",15,0,0,5,0,5
"876",20200309,"FL",18,140,115,NA,NA,273,"2020-03-09T20:00:00Z",158,0,0,22,1,23
"877",20200309,"GA",12,NA,NA,NA,NA,12,"2020-03-09T20:00:00Z",12,0,0,0,5,5
"878",20200309,"HI",2,NA,NA,NA,NA,2,"2020-03-09T20:00:00Z",2,0,0,0,1,1
"879",20200309,"IA",3,26,8,NA,NA,37,"2020-03-09T20:00:00Z",29,0,0,11,3,14
"880",20200309,"ID",0,41,NA,NA,NA,41,"2020-03-09T20:00:00Z",41,0,0,14,0,14
"881",20200309,"IL",7,191,44,NA,NA,242,"2020-03-09T20:00:00Z",198,0,0,0,1,1
"882",20200309,"IN",2,NA,NA,NA,NA,2,"2020-03-09T20:00:00Z",2,0,0,0,0,0
"883",20200309,"KS",1,11,0,NA,NA,12,"2020-03-09T20:00:00Z",12,0,0,0,0,0
"884",20200309,"KY",4,17,NA,NA,NA,21,"2020-03-09T20:00:00Z",21,0,0,4,3,7
"885",20200309,"LA",1,5,NA,NA,NA,6,"2020-03-09T20:00:00Z",6,0,0,0,1,1
"886",20200309,"MA",41,NA,NA,NA,NA,41,"2020-03-09T20:00:00Z",41,0,0,0,28,28
"887",20200309,"MD",5,73,NA,NA,NA,78,"2020-03-09T20:00:00Z",78,0,0,21,2,23
"888",20200309,"ME",0,1,NA,NA,NA,1,"2020-03-09T20:00:00Z",1,0,0,0,0,0
"889",20200309,"MI",0,36,11,NA,NA,47,"2020-03-09T20:00:00Z",36,0,0,10,0,10
"890",20200309,"MN",2,80,NA,NA,NA,82,"2020-03-09T20:00:00Z",82,0,0,32,1,33
"891",20200309,"MO",1,NA,NA,NA,NA,1,"2020-03-09T20:00:00Z",1,0,0,0,0,0
"892",20200309,"MS",0,NA,NA,NA,NA,0,"2020-03-09T20:00:00Z",0,0,0,0,0,0
"893",20200309,"MT",0,11,0,NA,NA,11,"2020-03-09T20:00:00Z",11,0,0,0,0,0
"894",20200309,"NC",2,NA,NA,NA,NA,2,"2020-03-09T20:00:00Z",2,0,0,0,0,0
"895",20200309,"ND",0,0,NA,NA,NA,0,"2020-03-09T20:00:00Z",0,0,0,0,0,0
"896",20200309,"NE",3,36,9,NA,NA,48,"2020-03-09T20:00:00Z",39,0,0,19,2,21
"897",20200309,"NH",4,38,5,NA,NA,47,"2020-03-09T20:00:00Z",42,0,0,0,0,0
"898",20200309,"NJ",11,35,14,NA,NA,60,"2020-03-09T20:00:00Z",46,0,0,4,5,9
"899",20200309,"NM",0,57,0,NA,NA,57,"2020-03-09T20:00:00Z",57,0,0,9,0,9
"900",20200309,"NV",1,14,NA,NA,NA,15,"2020-03-09T20:00:00Z",15,0,0,0,0,0
"901",20200309,"NY",142,92,NA,NA,NA,234,"2020-03-09T20:00:00Z",234,0,0,0,37,37
"902",20200309,"OH",3,11,5,NA,NA,19,"2020-03-09T20:00:00Z",14,0,0,1,3,4
"903",20200309,"OK",1,8,10,NA,NA,19,"2020-03-09T20:00:00Z",9,0,0,0,0,0
"904",20200309,"OR",14,165,52,NA,NA,231,"2020-03-09T20:00:00Z",179,0,0,65,0,65
"905",20200309,"PA",7,NA,NA,NA,NA,7,"2020-03-09T20:00:00Z",7,0,0,0,3,3
"906",20200309,"RI",3,53,6,NA,NA,62,"2020-03-09T20:00:00Z",56,0,0,23,0,23
"907",20200309,"SC",7,24,NA,NA,NA,31,"2020-03-09T20:00:00Z",31,0,0,16,5,21
"908",20200309,"SD",0,5,0,NA,NA,5,"2020-03-09T20:00:00Z",5,0,0,0,0,0
"909",20200309,"TN",3,NA,NA,NA,NA,3,"2020-03-09T20:00:00Z",3,0,0,0,0,0
"910",20200309,"TX",12,NA,NA,NA,NA,12,"2020-03-09T20:00:00Z",12,0,0,0,4,4
"911",20200309,"UT",1,NA,NA,NA,NA,1,"2020-03-09T20:00:00Z",1,0,0,0,0,0
"912",20200309,"VA",3,38,9,NA,NA,50,"2020-03-09T20:00:00Z",41,0,0,2,1,3
"913",20200309,"VT",1,34,NA,NA,NA,35,"2020-03-09T20:00:00Z",35,0,0,6,0,6
"914",20200309,"WA",136,1110,NA,NA,NA,1246,"2020-03-09T20:00:00Z",1246,0,0,470,34,504
"915",20200309,"WI",1,36,NA,NA,NA,37,"2020-03-09T20:00:00Z",37,0,0,5,0,5
"916",20200309,"WV",0,2,3,NA,NA,5,"2020-03-09T20:00:00Z",2,0,0,0,0,0
"917",20200309,"WY",0,NA,NA,NA,NA,0,"2020-03-09T20:00:00Z",0,0,0,0,0,0
"918",20200308,"AK",0,14,6,NA,NA,20,"2020-03-08T20:00:00Z",14,0,0,2,0,2
"919",20200308,"AL",0,NA,NA,NA,NA,0,"2020-03-08T20:00:00Z",0,0,0,0,0,0
"920",20200308,"AR",0,6,0,NA,NA,6,"2020-03-08T20:00:00Z",6,0,0,0,0,0
"921",20200308,"AZ",5,44,7,NA,NA,56,"2020-03-08T20:00:00Z",49,0,0,0,0,0
"922",20200308,"CA",88,462,NA,NA,NA,550,"2020-03-08T20:00:00Z",550,0,0,0,19,19
"923",20200308,"CO",8,104,NA,NA,NA,112,"2020-03-08T20:00:00Z",112,0,0,49,0,49
"924",20200308,"CT",1,29,8,NA,NA,38,"2020-03-08T20:00:00Z",30,0,0,29,1,30
"925",20200308,"DC",1,10,0,NA,NA,11,"2020-03-08T20:00:00Z",11,0,0,2,1,3
"926",20200308,"DE",0,10,0,NA,NA,10,"2020-03-08T20:00:00Z",10,0,0,0,0,0
"927",20200308,"FL",17,118,108,NA,NA,243,"2020-03-08T20:00:00Z",135,0,0,18,3,21
"928",20200308,"GA",7,NA,NA,NA,NA,7,"2020-03-08T20:00:00Z",7,0,0,0,1,1
"929",20200308,"HI",1,NA,NA,NA,NA,1,"2020-03-08T20:00:00Z",1,0,0,0,0,0
"930",20200308,"IA",0,15,2,NA,NA,17,"2020-03-08T20:00:00Z",15,0,0,0,0,0
"931",20200308,"ID",0,27,NA,NA,NA,27,"2020-03-08T20:00:00Z",27,0,0,0,0,0
"932",20200308,"IL",6,191,44,NA,NA,241,"2020-03-08T20:00:00Z",197,0,0,0,0,0
"933",20200308,"IN",2,NA,NA,NA,NA,2,"2020-03-08T20:00:00Z",2,0,0,0,1,1
"934",20200308,"KS",1,11,0,NA,NA,12,"2020-03-08T20:00:00Z",12,0,0,0,1,1
"935",20200308,"KY",1,13,NA,NA,NA,14,"2020-03-08T20:00:00Z",14,0,0,4,0,4
"936",20200308,"LA",0,5,NA,NA,NA,5,"2020-03-08T20:00:00Z",5,0,0,5,0,5
"937",20200308,"MA",13,NA,NA,NA,NA,13,"2020-03-08T20:00:00Z",13,0,0,0,0,0
"938",20200308,"MD",3,52,NA,NA,NA,55,"2020-03-08T20:00:00Z",55,0,0,11,0,11
"939",20200308,"ME",0,1,NA,NA,NA,1,"2020-03-08T20:00:00Z",1,0,0,0,0,0
"940",20200308,"MI",0,26,10,NA,NA,36,"2020-03-08T20:00:00Z",26,0,0,8,0,8
"941",20200308,"MN",1,48,NA,NA,NA,49,"2020-03-08T20:00:00Z",49,0,0,0,0,0
"942",20200308,"MO",1,NA,NA,NA,NA,1,"2020-03-08T20:00:00Z",1,0,0,0,1,1
"943",20200308,"MS",0,NA,NA,NA,NA,0,"2020-03-08T20:00:00Z",0,0,0,0,0,0
"944",20200308,"MT",0,11,NA,NA,NA,11,"2020-03-08T20:00:00Z",11,0,0,0,0,0
"945",20200308,"NC",2,NA,NA,NA,NA,2,"2020-03-08T20:00:00Z",2,0,0,0,0,0
"946",20200308,"ND",0,0,NA,NA,NA,0,"2020-03-08T20:00:00Z",0,0,0,0,0,0
"947",20200308,"NE",1,17,5,NA,NA,23,"2020-03-08T20:00:00Z",18,0,0,0,0,0
"948",20200308,"NH",4,38,5,NA,NA,47,"2020-03-08T20:00:00Z",42,0,0,18,2,20
"949",20200308,"NJ",6,31,0,NA,NA,37,"2020-03-08T20:00:00Z",37,0,0,31,2,33
"950",20200308,"NM",0,48,0,NA,NA,48,"2020-03-08T20:00:00Z",48,0,0,0,0,0
"951",20200308,"NV",1,14,NA,NA,NA,15,"2020-03-08T20:00:00Z",15,0,0,0,0,0
"952",20200308,"NY",105,92,NA,NA,NA,197,"2020-03-08T20:00:00Z",197,0,0,0,29,29
"953",20200308,"OH",0,10,4,NA,NA,14,"2020-03-08T20:00:00Z",10,0,0,1,0,1
"954",20200308,"OK",1,8,2,NA,NA,11,"2020-03-08T20:00:00Z",9,0,0,8,0,8
"955",20200308,"OR",14,100,53,NA,NA,167,"2020-03-08T20:00:00Z",114,0,0,23,7,30
"956",20200308,"PA",4,NA,NA,NA,NA,4,"2020-03-08T20:00:00Z",4,0,0,0,2,2
"957",20200308,"RI",3,30,12,NA,NA,45,"2020-03-08T20:00:00Z",33,0,0,30,1,31
"958",20200308,"SC",2,8,NA,NA,NA,10,"2020-03-08T20:00:00Z",10,0,0,0,0,0
"959",20200308,"SD",0,5,0,NA,NA,5,"2020-03-08T20:00:00Z",5,0,0,0,0,0
"960",20200308,"TN",3,NA,NA,NA,NA,3,"2020-03-08T20:00:00Z",3,0,0,0,2,2
"961",20200308,"TX",8,NA,NA,NA,NA,8,"2020-03-08T20:00:00Z",8,0,0,0,0,0
"962",20200308,"UT",1,NA,NA,NA,NA,1,"2020-03-08T20:00:00Z",1,0,0,0,0,0
"963",20200308,"VA",2,36,6,NA,NA,44,"2020-03-08T20:00:00Z",38,0,0,5,2,7
"964",20200308,"VT",1,28,NA,NA,NA,29,"2020-03-08T20:00:00Z",29,0,0,12,1,13
"965",20200308,"WA",102,640,60,NA,NA,802,"2020-03-08T20:00:00Z",742,0,0,270,0,270
"966",20200308,"WI",1,31,12,NA,NA,44,"2020-03-08T20:00:00Z",32,0,0,0,0,0
"967",20200308,"WV",0,2,3,NA,NA,5,"2020-03-08T20:00:00Z",2,0,0,0,0,0
"968",20200308,"WY",0,NA,NA,NA,NA,0,"2020-03-08T20:00:00Z",0,0,0,0,0,0
"969",20200307,"AK",0,12,2,NA,NA,14,"2020-03-07T21:00:00Z",12,0,0,4,0,4
"970",20200307,"AL",0,NA,NA,NA,NA,0,"2020-03-07T21:00:00Z",0,NA,NA,NA,NA,NA
"971",20200307,"AR",0,6,0,NA,NA,6,"2020-03-07T21:00:00Z",6,0,0,0,0,0
"972",20200307,"AZ",5,44,7,NA,NA,56,"2020-03-07T21:00:00Z",49,0,0,11,2,13
"973",20200307,"CA",69,462,NA,NA,NA,531,"2020-03-07T21:00:00Z",531,0,0,0,9,9
"974",20200307,"CO",8,55,69,NA,NA,132,"2020-03-07T21:00:00Z",63,0,0,9,6,15
"975",20200307,"CT",0,NA,NA,NA,NA,0,"2020-03-07T21:00:00Z",0,NA,NA,NA,NA,NA
"976",20200307,"DC",0,8,1,NA,NA,9,"2020-03-07T21:00:00Z",8,0,0,0,0,0
"977",20200307,"DE",0,10,0,NA,NA,10,"2020-03-07T21:00:00Z",10,0,0,0,0,0
"978",20200307,"FL",14,100,88,NA,NA,202,"2020-03-07T21:00:00Z",114,0,0,45,5,50
"979",20200307,"GA",6,NA,NA,NA,NA,6,"2020-03-07T21:00:00Z",6,0,0,0,4,4
"980",20200307,"HI",1,NA,NA,NA,NA,1,"2020-03-07T21:00:00Z",1,NA,NA,NA,NA,NA
"981",20200307,"IA",0,15,2,NA,NA,17,"2020-03-07T21:00:00Z",15,0,0,0,0,0
"982",20200307,"ID",0,27,NA,NA,NA,27,"2020-03-07T21:00:00Z",27,NA,NA,NA,NA,NA
"983",20200307,"IL",6,191,44,NA,NA,241,"2020-03-07T21:00:00Z",197,0,0,11,1,12
"984",20200307,"IN",1,NA,NA,NA,NA,1,"2020-03-07T21:00:00Z",1,0,0,0,0,0
"985",20200307,"KS",0,11,2,NA,NA,13,"2020-03-07T21:00:00Z",11,0,0,7,0,7
"986",20200307,"KY",1,9,NA,NA,NA,10,"2020-03-07T21:00:00Z",10,0,0,2,1,3
"987",20200307,"LA",0,NA,NA,NA,NA,0,"2020-03-07T21:00:00Z",0,NA,NA,NA,NA,NA
"988",20200307,"MA",13,NA,NA,NA,NA,13,"2020-03-07T21:00:00Z",13,0,0,0,5,5
"989",20200307,"MD",3,41,NA,NA,NA,44,"2020-03-07T21:00:00Z",44,0,0,15,0,15
"990",20200307,"ME",0,1,NA,NA,NA,1,"2020-03-07T21:00:00Z",1,NA,NA,NA,NA,NA
"991",20200307,"MI",0,18,9,NA,NA,27,"2020-03-07T21:00:00Z",18,0,0,10,0,10
"992",20200307,"MN",1,48,NA,NA,NA,49,"2020-03-07T21:00:00Z",49,0,0,12,1,13
"993",20200307,"MO",0,NA,NA,NA,NA,0,"2020-03-07T21:00:00Z",0,NA,NA,NA,NA,NA
"994",20200307,"MS",0,NA,NA,NA,NA,0,"2020-03-07T21:00:00Z",0,NA,NA,NA,NA,NA
"995",20200307,"MT",0,11,NA,NA,NA,11,"2020-03-07T21:00:00Z",11,NA,NA,NA,NA,NA
"996",20200307,"NC",2,NA,NA,NA,NA,2,"2020-03-07T21:00:00Z",2,0,0,0,0,0
"997",20200307,"ND",0,0,NA,NA,NA,0,"2020-03-07T21:00:00Z",0,NA,NA,NA,NA,NA
"998",20200307,"NE",1,17,5,NA,NA,23,"2020-03-07T21:00:00Z",18,0,0,0,1,1
"999",20200307,"NH",2,20,3,NA,NA,25,"2020-03-07T21:00:00Z",22,0,0,0,0,0
"1000",20200307,"NJ",4,NA,1,NA,NA,5,"2020-03-07T21:00:00Z",4,0,0,0,3,3
"1001",20200307,"NM",0,48,0,NA,NA,48,"2020-03-07T21:00:00Z",48,0,0,32,0,32
"1002",20200307,"NV",1,14,NA,NA,NA,15,"2020-03-07T21:00:00Z",15,0,0,0,0,0
"1003",20200307,"NY",76,92,236,NA,NA,404,"2020-03-07T21:00:00Z",168,0,0,0,43,43
"1004",20200307,"OH",0,9,5,NA,NA,14,"2020-03-07T21:00:00Z",9,0,0,1,0,1
"1005",20200307,"OK",1,NA,NA,NA,NA,1,"2020-03-07T21:00:00Z",1,NA,NA,NA,NA,NA
"1006",20200307,"OR",7,77,40,NA,NA,124,"2020-03-07T21:00:00Z",84,0,0,13,4,17
"1007",20200307,"PA",2,NA,NA,NA,NA,2,"2020-03-07T21:00:00Z",2,0,0,0,0,0
"1008",20200307,"RI",2,NA,NA,NA,NA,2,"2020-03-07T21:00:00Z",2,NA,NA,NA,NA,NA
"1009",20200307,"SC",2,8,NA,NA,NA,10,"2020-03-07T21:00:00Z",10,0,0,3,2,5
"1010",20200307,"SD",0,5,0,NA,NA,5,"2020-03-07T21:00:00Z",5,NA,NA,NA,NA,NA
"1011",20200307,"TN",1,NA,NA,NA,NA,1,"2020-03-07T21:00:00Z",1,0,0,0,0,0
"1012",20200307,"TX",8,NA,NA,NA,NA,8,"2020-03-07T21:00:00Z",8,0,0,0,3,3
"1013",20200307,"UT",1,NA,NA,NA,NA,1,"2020-03-07T21:00:00Z",1,NA,NA,NA,NA,NA
"1014",20200307,"VA",0,31,7,NA,NA,38,"2020-03-07T21:00:00Z",31,0,0,10,0,10
"1015",20200307,"VT",0,16,NA,NA,NA,16,"2020-03-07T21:00:00Z",16,0,0,8,0,8
"1016",20200307,"WA",102,370,66,NA,NA,538,"2020-03-07T21:00:00Z",472,0,0,0,23,23
"1017",20200307,"WI",1,31,12,NA,NA,44,"2020-03-07T21:00:00Z",32,0,0,0,0,0
"1018",20200307,"WV",0,2,3,NA,NA,5,"2020-03-07T21:00:00Z",2,0,0,1,0,1
"1019",20200307,"WY",0,NA,NA,NA,NA,0,"2020-03-07T21:00:00Z",0,NA,NA,NA,NA,NA
"1020",20200306,"AK",0,8,1,NA,NA,9,"2020-03-06T21:00:00Z",8,NA,NA,NA,NA,NA
"1021",20200306,"AR",0,6,0,NA,NA,6,"2020-03-06T21:00:00Z",6,NA,NA,NA,NA,NA
"1022",20200306,"AZ",3,33,15,NA,NA,51,"2020-03-06T21:00:00Z",36,0,0,5,1,6
"1023",20200306,"CA",60,462,NA,NA,NA,522,"2020-03-06T21:00:00Z",522,0,0,0,7,7
"1024",20200306,"CO",2,46,30,NA,NA,78,"2020-03-06T21:00:00Z",48,0,0,27,2,29
"1025",20200306,"DC",0,8,1,NA,NA,9,"2020-03-06T21:00:00Z",8,0,0,2,0,2
"1026",20200306,"DE",0,10,0,NA,NA,10,"2020-03-06T21:00:00Z",10,NA,NA,NA,NA,NA
"1027",20200306,"FL",9,55,51,NA,NA,115,"2020-03-06T21:00:00Z",64,0,0,24,0,24
"1028",20200306,"GA",2,NA,NA,NA,NA,2,"2020-03-06T21:00:00Z",2,0,0,0,0,0
"1029",20200306,"IA",0,15,2,NA,NA,17,"2020-03-06T21:00:00Z",15,NA,NA,NA,NA,NA
"1030",20200306,"IL",5,180,35,NA,NA,220,"2020-03-06T21:00:00Z",185,0,0,15,0,15
"1031",20200306,"IN",1,NA,NA,NA,NA,1,"2020-03-06T21:00:00Z",1,NA,NA,NA,NA,NA
"1032",20200306,"KS",0,4,0,NA,NA,4,"2020-03-06T21:00:00Z",4,NA,NA,NA,NA,NA
"1033",20200306,"KY",0,7,3,NA,NA,10,"2020-03-06T21:00:00Z",7,NA,NA,NA,NA,NA
"1034",20200306,"MA",8,NA,NA,NA,NA,8,"2020-03-06T21:00:00Z",8,0,0,0,6,6
"1035",20200306,"MD",3,26,12,NA,NA,41,"2020-03-06T21:00:00Z",29,0,0,9,3,12
"1036",20200306,"MI",0,8,8,NA,NA,16,"2020-03-06T21:00:00Z",8,0,0,0,0,0
"1037",20200306,"MN",0,36,NA,NA,NA,36,"2020-03-06T21:00:00Z",36,NA,NA,NA,NA,NA
"1038",20200306,"NC",2,NA,NA,NA,NA,2,"2020-03-06T21:00:00Z",2,0,0,0,1,1
"1039",20200306,"NE",0,17,5,NA,NA,22,"2020-03-06T21:00:00Z",17,0,0,0,0,0
"1040",20200306,"NH",2,20,3,NA,NA,25,"2020-03-06T21:00:00Z",22,0,0,4,0,4
"1041",20200306,"NJ",1,NA,NA,NA,NA,1,"2020-03-06T21:00:00Z",1,0,0,0,0,0
"1042",20200306,"NM",0,16,0,NA,NA,16,"2020-03-06T21:00:00Z",16,NA,NA,NA,NA,NA
"1043",20200306,"NV",1,14,NA,NA,NA,15,"2020-03-06T21:00:00Z",15,0,0,0,0,0
"1044",20200306,"NY",33,92,236,NA,NA,361,"2020-03-06T21:00:00Z",125,0,0,16,11,27
"1045",20200306,"OH",0,8,2,NA,NA,10,"2020-03-06T21:00:00Z",8,0,0,1,0,1
"1046",20200306,"OR",3,64,28,NA,NA,95,"2020-03-06T21:00:00Z",67,0,0,19,0,19
"1047",20200306,"PA",2,NA,NA,NA,NA,2,"2020-03-06T21:00:00Z",2,NA,NA,NA,NA,NA
"1048",20200306,"SC",0,5,0,NA,NA,5,"2020-03-06T21:00:00Z",5,0,0,0,0,0
"1049",20200306,"TN",1,NA,NA,NA,NA,1,"2020-03-06T21:00:00Z",1,0,0,0,0,0
"1050",20200306,"TX",5,NA,NA,NA,NA,5,"2020-03-06T21:00:00Z",5,0,0,0,4,4
"1051",20200306,"VA",0,21,10,NA,NA,31,"2020-03-06T21:00:00Z",21,0,0,3,0,3
"1052",20200306,"VT",0,8,NA,NA,NA,8,"2020-03-06T21:00:00Z",8,NA,NA,NA,NA,NA
"1053",20200306,"WA",79,370,NA,NA,NA,449,"2020-03-06T21:00:00Z",449,0,0,370,9,379
"1054",20200306,"WI",1,31,12,NA,NA,44,"2020-03-06T21:00:00Z",32,0,0,12,0,12
"1055",20200306,"WV",0,1,4,NA,NA,5,"2020-03-06T21:00:00Z",1,NA,NA,NA,NA,NA
"1056",20200305,"AZ",2,28,6,NA,NA,36,"2020-03-05T21:00:00Z",30,0,0,1,0,1
"1057",20200305,"CA",53,462,NA,NA,NA,515,"2020-03-05T21:00:00Z",515,0,0,0,0,0
"1058",20200305,"CO",0,19,21,NA,NA,40,"2020-03-05T21:00:00Z",19,NA,NA,NA,NA,NA
"1059",20200305,"DC",0,6,2,NA,NA,8,"2020-03-05T21:00:00Z",6,NA,NA,NA,NA,NA
"1060",20200305,"FL",9,31,69,NA,NA,109,"2020-03-05T21:00:00Z",40,0,0,7,7,14
"1061",20200305,"GA",2,NA,NA,NA,NA,2,"2020-03-05T21:00:00Z",2,0,0,0,0,0
"1062",20200305,"IL",5,165,27,NA,NA,197,"2020-03-05T21:00:00Z",170,0,0,41,1,42
"1063",20200305,"MA",2,NA,NA,NA,NA,2,"2020-03-05T21:00:00Z",2,0,0,0,0,0
"1064",20200305,"MD",0,17,14,NA,NA,31,"2020-03-05T21:00:00Z",17,NA,NA,NA,NA,NA
"1065",20200305,"MI",0,8,0,NA,NA,8,"2020-03-05T21:00:00Z",8,NA,NA,NA,NA,NA
"1066",20200305,"NC",1,NA,NA,NA,NA,1,"2020-03-05T21:00:00Z",1,0,0,0,0,0
"1067",20200305,"NE",0,17,5,NA,NA,22,"2020-03-05T21:00:00Z",17,NA,NA,NA,NA,NA
"1068",20200305,"NH",2,16,4,NA,NA,22,"2020-03-05T21:00:00Z",18,0,0,6,0,6
"1069",20200305,"NJ",1,NA,NA,NA,NA,1,"2020-03-05T21:00:00Z",1,NA,NA,NA,NA,NA
"1070",20200305,"NV",1,14,NA,NA,NA,15,"2020-03-05T21:00:00Z",15,NA,NA,NA,NA,NA
"1071",20200305,"NY",22,76,24,NA,NA,122,"2020-03-05T21:00:00Z",98,0,0,28,16,44
"1072",20200305,"OH",0,7,3,NA,NA,10,"2020-03-05T21:00:00Z",7,NA,NA,NA,NA,NA
"1073",20200305,"OR",3,45,13,NA,NA,61,"2020-03-05T21:00:00Z",48,0,0,16,0,16
"1074",20200305,"SC",0,5,0,NA,NA,5,"2020-03-05T21:00:00Z",5,0,0,0,0,0
"1075",20200305,"TN",1,NA,NA,NA,NA,1,"2020-03-05T21:00:00Z",1,NA,NA,NA,NA,NA
"1076",20200305,"TX",1,NA,NA,NA,NA,1,"2020-03-05T21:00:00Z",1,0,0,0,0,0
"1077",20200305,"VA",0,18,3,NA,NA,21,"2020-03-05T21:00:00Z",18,NA,NA,NA,NA,NA
"1078",20200305,"WA",70,NA,NA,NA,NA,70,"2020-03-05T21:00:00Z",70,0,0,0,31,31
"1079",20200305,"WI",1,19,6,NA,NA,26,"2020-03-05T21:00:00Z",20,0,0,0,0,0
"1080",20200304,"AZ",2,27,5,NA,NA,34,"2020-03-04T21:00:00Z",29,NA,NA,NA,NA,NA
"1081",20200304,"CA",53,462,NA,NA,NA,515,"2020-03-04T21:00:00Z",515,NA,NA,NA,NA,NA
"1082",20200304,"FL",2,24,16,NA,NA,42,"2020-03-04T21:00:00Z",26,NA,NA,NA,NA,NA
"1083",20200304,"GA",2,NA,NA,NA,NA,2,"2020-03-04T21:00:00Z",2,NA,NA,NA,NA,NA
"1084",20200304,"IL",4,124,27,NA,NA,155,"2020-03-04T21:00:00Z",128,NA,NA,NA,NA,NA
"1085",20200304,"MA",2,NA,NA,NA,NA,2,"2020-03-04T21:00:00Z",2,NA,NA,NA,NA,NA
"1086",20200304,"NC",1,NA,NA,NA,NA,1,"2020-03-04T21:00:00Z",1,NA,NA,NA,NA,NA
"1087",20200304,"NH",2,10,7,NA,NA,19,"2020-03-04T21:00:00Z",12,NA,NA,NA,NA,NA
"1088",20200304,"NY",6,48,24,NA,NA,78,"2020-03-04T21:00:00Z",54,NA,NA,NA,NA,NA
"1089",20200304,"OR",3,29,18,NA,NA,50,"2020-03-04T21:00:00Z",32,NA,NA,NA,NA,NA
"1090",20200304,"SC",0,5,0,NA,NA,5,"2020-03-04T21:00:00Z",5,NA,NA,NA,NA,NA
"1091",20200304,"TX",1,NA,NA,NA,NA,1,"2020-03-04T21:00:00Z",1,NA,NA,NA,NA,NA
"1092",20200304,"WA",39,NA,NA,NA,NA,39,"2020-03-04T21:00:00Z",39,NA,NA,NA,NA,NA
"1093",20200304,"WI",1,19,6,NA,NA,26,"2020-03-04T21:00:00Z",20,NA,NA,NA,NA,NA
